Name,Level,Age,PA,GB/FB,LD%,HR/FB,SwStr%,BB%,K%,PlayerId
"Christian Lopes","AAA",29,216,0.614035087,0.303030303,0.035087719,0.12781065,0.106481481,0.259259259,"13472"
"Jose Peraza","AAA",28,259,0.58095238,0.205741626,0.047619047,0.08555556,0.046332046,0.119691119,"13593"
"Preston Tucker","AAA",31,311,1.52173913,0.209090909,0.130434782,0.08273092,0.096463022,0.15755627,"13633"
"Jack Lopez","AAA",29,311,1.169230769,0.184971098,0.092307692,0.18101368,0.038585209,0.379421221,"13663"
"David Dahl","AAA",28,359,1.209876543,0.241525423,0.12345679,0.13135915,0.09470752,0.233983286,"13744"
"Elier Hernandez","AAA",27,351,1.283950617,0.26,0.160493827,0.12675018,0.068376068,0.182336182,"13750"
"Travis Jankowski","AAA",31,165,2.75,0.184782608,0.05,0.04664723,0.187878787,0.218181818,"13768"
"Rob Refsnyder","AAA",31,182,1.612903225,0.235849056,0.193548387,0.07088608,0.153846153,0.23076923,"13770"
"Eric Stamets","AAA",30,224,0.639344262,0.180327868,0.081967213,0.12035011,0.09375,0.303571428,"13795"
"Anthony Bemboom","AAA",32,137,0.921052631,0.215053763,0.078947368,0.11485149,0.0729927,0.204379562,"13854"
"Greg Bird","AAA",29,240,1.051724137,0.179310344,0.103448275,0.1260745,0.129166666,0.254166666,"14131"
"Tim Lopes","AAA",28,299,0.932432432,0.270408163,0.121621621,0.13362445,0.076923076,0.23076923,"14137"
"Daniel Robertson","AAA",28,229,1.140350877,0.158620689,0.105263157,0.12817552,0.100436681,0.231441048,"14145"
"Wilmer Difo","AAA",30,306,1.424657534,0.268595041,0.09589041,0.10564663,0.065359477,0.133986928,"14320"
"Lewis Brinson","AAA",28,373,1.202380952,0.195652173,0.261904761,0.15603799,0.072386058,0.284182305,"14352"
"Joey Meneses","AAA",30,414,1.133333333,0.224913494,0.19047619,0.11708861,0.077294685,0.214975845,"14366"
"Ronald Guzman","AAA",27,373,1.048192771,0.24778761,0.192771084,0.15782219,0.109919571,0.268096514,"14388"
"Joe Hudson","AAA",31,165,0.8,0.2,0.275,0.09543011,0.151515151,0.296969696,"14412"
"Scott Heineman","AAA",29,112,1.25,0.237288135,0.1,0.1371308,0.098214285,0.357142857,"14453"
"Jake Cave","AAA",29,373,1.793103448,0.276785714,0.24137931,0.12031558,0.115281501,0.249329758,"14477"
"Pedro Severino","AAA",28,126,1.09090909,0.233333333,0.121212121,0.14110429,0.047619047,0.214285714,"14523"
"Nomar Mazara","AAA",27,152,1.242424242,0.267326732,0.212121212,0.09710392,0.138157894,0.190789473,"14553"
"Wyatt Mathisen","AAA",28,134,0.631578947,0.126760563,0.131578947,0.11900533,0.119402985,0.335820895,"14555"
"Franchy Cordero","AAA",27,136,0.939393939,0.179487179,0.212121212,0.19548872,0.110294117,0.308823529,"14567"
"David Bote","AAA",29,160,1.352941176,0.23076923,0.088235294,0.14505119,0.0625,0.24375,"14593"
"Tzu-Wei Lin","AAA",28,106,1.16,0.142857142,0.08,0.09280742,0.122641509,0.264150943,"14678"
"JaCoby Jones","AAA",30,137,0.903225806,0.169014084,0.129032258,0.13924051,0.06569343,0.401459854,"14818"
"Pat Valaika","AAA",29,466,0.819548872,0.248447204,0.075187969,0.1271777,0.081545064,0.206008583,"14885"
"Daniel Palka","AAA",30,445,1.301886792,0.146853146,0.245283018,0.12595644,0.107865168,0.235955056,"14897"
"Andrew Knapp","AAA",30,230,0.879310344,0.278145695,0.206896551,0.14553991,0.073913043,0.247826086,"14942"
"Johan Camargo","AAA",28,167,1.102040816,0.134453781,0.040816326,0.07213579,0.125748502,0.149700598,"14950"
"Zach Green","AAA",28,378,0.988372093,0.259740259,0.209302325,0.16981132,0.074074074,0.298941798,"14973"
"Dom Nunez","AAA",27,285,0.931506849,0.20338983,0.06849315,0.09731544,0.119298245,0.245614035,"15055"
"Jonathan Davis","AAA",30,221,1.319148936,0.232394366,0.085106382,0.08571429,0.126696832,0.199095022,"15104"
"Tim Locastro","AAA",29,191,0.892857142,0.16535433,0.053571428,0.11360449,0.062827225,0.198952879,"15124"
"Dustin Peterson","AAA",27,448,1.368932038,0.170068027,0.08737864,0.1127907,0.098214285,0.227678571,"15189"
"Jake Bauers","AAA",26,244,0.886792452,0.206349206,0.150943396,0.10334928,0.159836065,0.311475409,"15194"
"Brandon Dixon","AAA",30,114,0.8125,0.183098591,0.40625,0.12470024,0.122807017,0.236842105,"15214"
"Austin Wynns","AAA",31,134,0.882352941,0.247058823,0.088235294,0.06595365,0.208955223,0.134328358,"15271"
"Jack Mayfield","AAA",31,241,1.446428571,0.230337078,0.107142857,0.11285266,0.049792531,0.195020746,"15402"
"Jamie Westbrook","AAA",27,511,1.241935483,0.205714285,0.088709677,0.11643483,0.105675146,0.156555772,"15504"
"Franklin Barreto","AAA",26,274,1.150943396,0.179856115,0.113207547,0.18314703,0.109489051,0.372262773,"15519"
"Joseph Odom","AAA",30,238,1.108108108,0.303571428,0.27027027,0.18543689,0.117647058,0.399159663,"15535"
"Tyler White","AAA",31,437,0.725,0.238970588,0.133333333,0.07920792,0.160183066,0.201372997,"15564"
"Mike Ford","AAA",29,137,1.142857142,0.210526315,0.057142857,0.04735883,0.167883211,0.124087591,"15585"
"Willians Astudillo","AAA",30,315,0.76,0.17293233,0.128,0.0452099,0.053968253,0.05079365,"15608"
"Dominic Smith","AAA",27,248,0.692307692,0.245714285,0.128205128,0.08700322,0.100806451,0.157258064,"15653"
"Billy McKinney","AAA",27,293,0.896551724,0.333333333,0.206896551,0.12921811,0.122866894,0.28327645,"15654"
"Gosuke Katoh","AAA",27,329,1.152941176,0.156682027,0.105882352,0.1097852,0.097264437,0.221884498,"15697"
"Allen Cordoba","AAA",26,114,0.777777777,0.157894736,0.083333333,0.14414414,0.078947368,0.192982456,"15722"
"Tyler Wade","AAA",27,174,0.930232558,0.216981132,0.093023255,0.0746888,0.155172413,0.212643678,"15730"
"Jose Godoy","AAA",27,193,1.769230769,0.15625,0.153846153,0.10756972,0.07253886,0.248704663,"15808"
"Erick Mejia","AAA",27,521,1.310924369,0.238227146,0.12605042,0.09032892,0.094049904,0.197696737,"15817"
"Miguel Andujar","AAA",27,297,1.31707317,0.198312236,0.158536585,0.08844765,0.057239057,0.117845117,"15878"
"Travis Demeritte","AAA",27,158,1,0.218390804,0.058823529,0.11614731,0.107594936,0.341772151,"15958"
"Ivan Castillo","AAA",27,447,1.059701492,0.185840707,0.044776119,0.07758094,0.10067114,0.118568232,"15971"
"Ryder Jones","AAA",28,242,1.208333333,0.237410071,0.145833333,0.15084388,0.078512396,0.32644628,"15982"
"Clint Frazier","AAA",27,265,1.2,0.197080291,0.12,0.14768683,0.094339622,0.347169811,"15983"
"Kean Wong","AAA",27,565,2.137931034,0.25613079,0.034482758,0.11469534,0.107964601,0.221238938,"15994"
"Mark Payton","AAA",30,539,1.013157894,0.227272727,0.164473684,0.08446602,0.100185528,0.141001855,"16042"
"Taylor Gushue","AAA",28,208,0.833333333,0.19266055,0.083333333,0.16326531,0.153846153,0.3125,"16098"
"Derek Fisher","AAA",28,108,1.263157894,0.232142857,0.157894736,0.16263736,0.111111111,0.342592592,"16192"
"Alex Blandino","AAA",29,285,1.081632653,0.23880597,0.081632653,0.09170654,0.196491228,0.312280701,"16271"
